"","CBJMJ00700","CBJMJ01400","CBJMJ02800","CBJMJ04200","CBJMJ04201","CBJMJ04202","CBJMJ04203","CHCFJ00700","CHCFJ01400","CHCFJ02800","CHCFJ04200","CHCFJ05601","CHCFJ05602","CHCFJ05603","DGYFJ06201","DGYFJ06202","DGYFJ06203","DGYMJ06201","DGYMJ06202","DGYMJ06203","DHCFJ07801","DHCFJ07802","DHCFJ07803","DHCMJ07801","DHCMJ07802","DHCMJ07803","DHKFJ23501","DHKFJ23502","DHKFJ23503","DSLFJ04101","DSLFJ04102","DSLFJ04103","DSLMJ04101","DSLMJ04102","DSLMJ04103","DSTFJ04001","DSTFJ04002","DSTFJ04003","DSTMJ04001","DSTMJ04002","DSTMJ04003","HBJMJ00700","HBJMJ01400","HBJMJ02800","HBJMJ04200","HBJMJ04201","HBJMJ04202","HBJMJ04203","HHCFJ00700","HHCFJ01400","HHCFJ02800","HHCFJ04200","HHCFJ05601","HHCFJ05602","HHCFJ05603","LBJMJ00700","LBJMJ01400","LBJMJ02800","LBJMJ04200","LBJMJ04201","LBJMJ04202","LBJMJ04203","LHCFJ00700","LHCFJ01400","LHCFJ02800","LHCFJ04200","LHCFJ05601","LHCFJ05602","LHCFJ05603","MBJMJ00700","MBJMJ01400","MBJMJ02800","MBJMJ04200","MBJMJ04201","MBJMJ04202","MBJMJ04203","MHCFJ00700","MHCFJ01400","MHCFJ02800","MHCFJ04200","MHCFJ05601","MHCFJ05602","MHCFJ05603","NBJMJ00100","NBJMJ00700","NBJMJ01400","NBJMJ02800","NBJMJ04200","NBJMJ04201","NBJMJ04202","NBJMJ04203","NHCFJ00100","NHCFJ00700","NHCFJ01400","NHCFJ02800","NHCFJ04200","NHCFJ05601","NHCFJ05602","NHCFJ05603"
"Actinotalea",0,0,1.02107e-06,2.690142e-07,4.286183e-07,1.093031e-06,0,8.128069e-07,2.58112e-07,1.180586e-07,1.062921e-07,2.496547e-07,9.145431e-08,9.633181e-08,2.973616e-06,5.890089e-07,1.637297e-06,2.711519e-06,2.435552e-06,1.660583e-07,3.752438e-06,7.753838e-07,3.996961e-06,3.532541e-06,4.383272e-06,5.098562e-06,0,7.791332e-08,4.497606e-07,9.602196e-08,0,0,2.19745e-08,0,0,3.988905e-07,0,2.897736e-07,7.328281e-07,0,0,0,3.748492e-07,1.97339e-06,0,1.3444e-07,0,6.074103e-08,1.553614e-07,2.989913e-07,0,4.051291e-08,0,0,6.283295e-08,0,6.735478e-08,9.11773e-07,2.080788e-06,2.163131e-06,4.128633e-07,0,2.475469e-06,2.064408e-07,4.020452e-07,2.240028e-07,0,0,0,0,0,1.209432e-07,8.874997e-08,0,1.132167e-07,0,3.251812e-07,4.111357e-07,0,0,8.506137e-08,3.497063e-07,0,0,0,0,4.685623e-07,1.341447e-06,0,1.203035e-06,8.30626e-07,3.030419e-06,1.604433e-06,1.034363e-06,8.95152e-06,0,0,0,7.922341e-08
"Actinotignum",0,0,0,0,0,0,0,0,3.813893e-08,0,0,3.811297e-08,8.804183e-08,4.407183e-08,9.014146e-07,4.473354e-07,4.526596e-07,7.43796e-07,1.069198e-06,6.555729e-08,1.289902e-06,1.713222e-07,7.988076e-07,1.624993e-07,2.09745e-06,1.132229e-06,0,0,2.257617e-06,0,0,0,2.381118e-08,0,0,6.444113e-07,0,3.20301e-08,0,0,0,0,3.812945e-08,0,0,0,0,0,0,8.835863e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,1.519001e-07,3.052217e-08,2.774959e-08,0,2.456897e-08,0,0,0,0,7.089495e-08,0,0,0,0,4.817124e-08,0,7.9819e-08,0,3.723242e-08,0,0,0,0,0,0,0,0,0,0,0,0,7.857751e-08,0,0,0,9.337045e-07
"Adlercreutzia",0,2.287713e-06,8.062974e-07,1.83469e-07,1.010813e-07,0,0,1.72291e-07,1.204778e-05,7.111166e-07,1.389474e-06,9.234541e-08,1.075406e-06,5.355665e-07,8.942643e-07,3.000287e-06,6.388285e-07,1.993887e-07,4.922168e-07,8.093077e-07,1.183407e-06,1.910505e-07,1.046643e-06,5.970703e-07,1.368276e-06,2.050221e-06,7.832958e-08,1.603814e-07,5.406931e-07,1.884386e-07,2.80637e-07,4.028649e-07,3.29223e-07,5.884354e-07,7.809008e-07,1.577703e-06,1.267461e-08,9.736446e-07,4.148446e-07,9.950252e-08,2.633146e-06,0,7.512967e-06,9.639269e-08,0,0,7.580491e-08,9.887441e-08,5.042015e-07,1.302178e-06,2.105585e-06,5.177659e-08,0,1.105546e-07,3.355095e-07,9.127884e-07,8.72003e-07,7.371566e-07,4.346152e-07,7.382022e-07,0,6.423717e-08,1.592667e-06,9.441809e-06,8.489237e-07,5.050435e-07,1.250228e-07,2.535224e-07,1.598932e-07,1.139562e-06,2.910674e-06,2.304522e-07,4.981807e-08,0,0,0,7.431756e-07,4.298681e-06,4.710891e-07,5.89918e-07,0,3.721937e-07,4.008497e-07,0,0,4.259375e-06,2.561943e-07,1.007977e-06,6.01409e-07,1.042964e-06,9.729295e-07,1.197644e-07,2.560081e-06,2.972611e-07,3.485111e-07,1.814392e-07,0,5.650843e-08,1.021958e-07
"Advenella",0,0,0,0,0,0,0,0,2.165516e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.035433e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aequorivita",5.253559e-06,0,5.770957e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.064447e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,4.714835e-07,0,6.824995e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.794821e-07,0,0,0,0,0,0,0,0,0,0,0
"Aeriscardovia",0,0,0,0,0,0,0,0,0,0,6.904111e-07,0,9.199968e-07,1.354501e-06,7.707847e-08,0,0,0,0,0,0,6.601404e-08,0,0,0,0,0,0,1.408196e-07,0,0,0,7.318115e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.746136e-07,0,6.127113e-08,2.152597e-07,8.018406e-07,0,0,0,0,0,0,0,0,0,1.876133e-07,5.117127e-07,6.947009e-07,4.530608e-07,1.763467e-07,0,0,0,0,0,0,0,0,1.184394e-06,8.230847e-08,1.103919e-06,1.545151e-07,8.010093e-07,9.501119e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.867607e-07,7.232042e-08,2.878208e-07
"Aerococcus",4.551791e-06,2.13326e-06,2.483901e-06,4.153423e-06,4.357703e-06,5.445602e-06,4.271989e-06,5.744835e-05,6.163762e-06,6.06362e-06,7.740323e-06,9.103927e-06,6.260323e-06,4.129442e-06,9.862154e-05,1.260665e-05,0.0002191622,0.0001334597,0.002391496,4.625396e-06,0.0001925381,2.82113e-05,4.00012e-05,0.0003067131,0.0003086587,0.0004633765,1.649255e-06,6.659914e-06,1.717556e-05,4.196113e-06,1.421283e-06,1.554638e-06,8.986798e-06,2.893436e-06,2.904641e-05,0.0018976,7.513419e-05,5.361795e-05,1.908596e-05,0.000138679,2.452439e-05,0,2.921065e-06,8.671817e-06,5.813502e-06,1.67924e-05,1.286109e-05,9.330937e-06,1.246321e-05,2.911538e-06,5.697144e-06,2.574701e-06,1.634243e-06,4.970727e-06,1.652851e-06,0,5.912491e-06,6.257473e-06,7.418339e-06,1.430891e-05,2.476872e-06,8.726604e-06,9.607135e-06,7.832357e-06,7.250895e-06,1.695223e-06,1.461107e-06,5.501632e-07,3.891462e-06,9.955505e-07,5.135614e-06,6.710333e-06,1.793232e-05,7.160232e-06,1.651409e-05,4.986468e-06,2.129979e-05,9.263491e-06,1.685635e-06,2.013162e-07,3.894331e-06,1.212667e-05,7.058223e-07,0,0,0,2.731929e-06,8.459833e-06,2.912394e-05,6.082627e-06,8.759805e-06,7.263942e-06,0.0001020255,0.0001041419,3.326305e-06,4.908601e-06,6.853698e-07,7.062712e-06,2.641518e-05
"Aeromicrobium",0,0,8.469426e-06,1.506601e-06,5.313146e-08,2.144255e-07,2.73965e-07,1.557112e-06,1.722732e-07,4.931561e-08,5.299634e-08,7.001187e-08,3.245264e-07,0,3.923122e-06,1.451234e-06,6.25065e-06,4.87052e-06,1.239798e-06,4.691161e-07,1.748214e-06,3.617609e-06,2.627265e-06,2.272078e-07,1.008401e-06,5.466057e-07,0,1.32266e-07,1.151057e-06,4.18107e-07,1.774791e-07,4.264025e-07,4.503001e-07,3.057376e-07,4.382845e-06,2.828003e-06,4.652416e-08,8.336335e-07,5.259814e-07,8.419484e-07,1.436724e-07,0,2.840969e-06,1.16803e-06,3.429098e-07,5.174246e-07,2.482769e-07,0,2.42669e-07,0,7.320339e-08,0,0,0,0,2.942633e-07,3.807312e-07,5.628403e-06,5.208638e-06,4.897059e-06,9.396719e-07,1.159791e-06,1.001744e-06,5.912389e-07,1.756684e-07,9.204074e-08,0,0,0,3.824133e-07,6.884254e-07,2.104812e-06,5.614848e-07,6.960091e-07,1.832621e-07,8.554618e-07,6.355029e-07,0,4.115423e-08,0,0,0,0,0,0,0,2.731282e-06,7.666143e-06,0,5.15242e-06,2.051624e-06,1.404929e-07,1.324527e-06,3.415526e-07,0.0002290614,0,1.13094e-07,0,2.924164e-07
"Aeromonas",1.459275e-05,2.376334e-06,1.031397e-05,1.800766e-06,0.001111272,0.00392311,0.0003433889,1.547127e-05,2.251809e-06,2.272613e-06,2.849564e-06,2.443194e-06,2.374236e-06,2.0924e-06,1.810907e-06,7.045868e-07,2.319101e-06,1.751416e-06,1.246666e-06,1.67575e-06,3.655427e-06,6.003796e-07,5.470201e-06,5.344423e-06,6.039634e-06,3.59655e-06,1.270245e-06,6.685506e-07,1.409473e-06,1.271306e-07,1.801291e-07,2.014439e-07,1.615265e-06,3.760751e-07,7.01959e-06,1.697476e-06,7.629418e-08,4.505834e-07,0,1.192573e-06,1.009854e-07,1.020332e-05,1.685487e-06,8.589711e-07,8.447032e-07,0.0002895139,9.679416e-05,1.429213e-05,1.745426e-07,1.260859e-05,2.521577e-06,1.099636e-07,1.338387e-08,3.891534e-07,2.857667e-07,8.772668e-06,6.290756e-07,1.360981e-06,1.339571e-06,2.374335e-05,1.84123e-06,2.133644e-05,8.983486e-05,1.143819e-06,1.821175e-06,8.270655e-07,5.068609e-07,1.585694e-06,8.837606e-08,5.945828e-06,5.204577e-06,1.734623e-06,7.337211e-06,0.0001513999,2.330433e-05,0.0002386472,3.353694e-06,1.193788e-06,5.025552e-07,4.037799e-06,1.693122e-06,7.031427e-07,4.004842e-07,1.038636e-05,9.683161e-06,3.573164e-06,1.013286e-06,2.095533e-06,0.006247559,1.439042e-05,0.0005387676,5.544395e-05,1.183831e-05,5.951376e-07,7.468315e-07,2.021599e-06,4.679751e-08,6.248305e-07,9.339024e-08
"Aestuariimicrobium",0,0,0,0,0,0,0,0,0,0,0,0,1.29644e-07,6.261839e-07,6.928452e-07,5.119625e-08,5.417886e-07,2.20146e-06,5.539912e-07,1.902012e-07,5.623804e-07,2.328651e-08,7.252691e-08,2.950792e-08,2.658407e-07,2.50181e-07,0,4.131276e-07,1.783666e-06,0,0,0,0,0,0,0,0,6.878259e-08,0,5.138251e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.107791e-08,0,0,0,0,0,2.939261e-07,0,1.078832e-06,5.488942e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.314958e-06,2.140672e-06,0,2.375795e-06,1.982473e-07
"Afipia",8.243306e-05,6.749297e-06,4.298005e-05,0.0002178588,9.962626e-06,3.96603e-05,2.889341e-05,0.000113484,0.004611365,1.2071e-05,6.150681e-06,3.160129e-06,3.605224e-06,4.027058e-06,2.415463e-06,3.924401e-06,3.828804e-05,1.238422e-06,9.92186e-07,1.970975e-06,1.877679e-06,2.541595e-06,2.350864e-05,4.951229e-06,3.75459e-06,4.080852e-06,1.932527e-06,1.217302e-06,8.907548e-06,2.178886e-07,3.308243e-06,6.898096e-08,9.257916e-06,1.056245e-05,6.922084e-06,1.643761e-06,6.044662e-06,1.330962e-06,9.090132e-08,3.975914e-06,4.159151e-06,1.701856e-05,2.969605e-06,6.271798e-06,3.985181e-06,3.888566e-06,1.271875e-05,2.119344e-06,8.027528e-05,3.895375e-05,1.032785e-05,5.631561e-06,4.567675e-06,1.683319e-07,6.68172e-07,1.463515e-05,1.257276e-05,4.5597e-05,0.0001290232,2.386965e-05,5.865762e-06,4.475903e-06,5.397038e-05,0.002552816,6.602965e-06,1.369884e-05,1.366445e-06,1.676066e-06,4.916768e-07,3.277328e-05,3.831681e-05,1.787326e-05,1.622138e-05,1.153317e-05,1.381751e-06,7.752928e-06,5.460432e-05,0.0002547058,2.507755e-06,2.918574e-05,1.175345e-06,5.970699e-07,1.078687e-06,0,3.298113e-06,4.147069e-06,4.250053e-06,0.0004570978,0.0008432306,3.606491e-05,0.0001993739,2.851638e-05,0.0002045382,0.0001589315,7.07672e-06,2.61595e-06,4.581631e-06,1.722682e-06,6.693319e-07
"Aggregatibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agreia",0,0,3.11473e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.277539e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.257595e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.046998e-07,6.554617e-08,2.840942e-06,1.521003e-07,0,0,0,5.728251e-08,0,0,0,0,0,0,6.199611e-08,2.368333e-07,9.521018e-08,0,0,0,0,0,0,0,0,0,0,0,0,1.640178e-07,1.432626e-07,7.378631e-07,5.718728e-07,0,0,0,0,1.509045e-07,0,0,0,0
"Agrobacterium",6.731289e-05,8.461107e-06,0.0003662521,4.476714e-05,2.118907e-05,0.0002694137,0.0001865777,0.002193477,0.0002774598,8.692165e-05,7.092212e-05,1.25755e-05,1.669145e-05,3.610994e-05,4.451815e-06,9.689194e-06,3.997071e-05,2.647776e-05,7.169555e-06,1.805807e-05,7.57416e-07,4.499956e-06,1.793517e-06,8.355022e-07,2.99217e-06,4.459177e-06,4.853263e-07,1.863858e-06,7.877148e-06,1.152331e-05,5.309281e-06,5.583595e-06,2.751835e-05,4.662576e-05,6.108419e-06,1.486041e-05,3.48964e-06,1.759939e-05,5.013155e-06,2.314571e-06,9.016434e-07,2.125634e-05,4.855321e-05,3.823607e-05,5.161226e-06,3.506569e-05,1.137102e-05,3.195172e-05,0.0003794577,0.0006334415,6.0825e-05,2.736433e-05,4.695908e-05,2.219296e-05,7.482148e-06,1.196885e-05,7.037345e-05,0.0001071218,0.0001614555,0.0008682223,8.228209e-05,4.287664e-05,0.0009481333,0.0001526874,0.0001008414,9.742791e-05,1.531008e-05,1.189983e-05,1.931734e-05,1.657045e-05,0.0002079065,0.0002009396,3.190934e-05,2.260637e-05,1.545525e-05,2.055246e-05,0.0004714538,8.869698e-05,5.769875e-05,6.991417e-05,8.289044e-05,6.351992e-05,1.567944e-05,0,2.846035e-05,3.204129e-05,0.0003148659,0.0001422125,0.02416045,0.0008129451,0.000721366,7.783111e-05,0.001498219,0.0006043986,7.184127e-05,0.0001071348,8.642948e-06,2.112029e-05,7.372757e-05
"Agrococcus",0,0,6.513451e-07,3.343661e-07,1.254726e-07,3.87125e-07,0,1.490753e-06,6.735034e-07,3.770493e-07,0,7.951966e-08,0,0,3.662305e-05,1.945244e-06,2.317443e-06,9.930902e-06,1.024554e-05,3.158489e-07,4.687739e-06,2.359231e-07,5.852801e-06,2.232215e-06,8.688129e-06,9.069301e-06,0,4.128681e-07,1.986694e-06,0,0,0,4.028659e-08,0,1.090705e-07,1.662425e-06,0,1.62577e-07,0,0,0,0,0,1.79695e-07,0,0,6.526832e-08,0,2.80326e-07,1.383184e-07,1.156954e-07,0,0,3.833873e-08,0,0,0,4.6367e-08,0,7.880976e-07,0,0,0,3.123508e-07,9.556007e-08,1.77746e-08,2.704371e-07,0,9.127157e-09,0,0,0,0,0,4.69915e-08,6.512157e-08,9.147339e-08,6.683638e-07,1.200748e-07,1.828222e-07,8.859627e-09,0,1.062176e-07,0,0,0,7.382485e-07,1.139442e-07,7.19719e-07,4.400287e-07,0,0,1.983258e-06,3.655595e-07,3.724537e-06,5.944471e-07,0,0,3.028231e-08
"Agromyces",0,0,8.213328e-06,6.070433e-07,2.500859e-08,9.416673e-07,1.315065e-07,2.305489e-06,5.619212e-07,2.599991e-07,5.134863e-07,1.625485e-07,4.117053e-07,5.249786e-07,2.308957e-06,3.807236e-07,3.922441e-06,2.740095e-06,1.053152e-06,0,1.088668e-06,2.839156e-07,1.523706e-06,5.771177e-07,8.594456e-07,1.072061e-06,0,4.857626e-07,2.127024e-06,0,1.323211e-07,1.444642e-07,3.498572e-08,2.428166e-07,0,1.632097e-06,1.171287e-07,5.108886e-08,0,2.829232e-08,5.567307e-08,0,8.880359e-07,7.02317e-07,3.190239e-07,0,0,0,6.814723e-07,1.873427e-07,1.797155e-07,9.236944e-08,6.599233e-08,0,1.67454e-07,0,1.690351e-06,1.23594e-06,6.089781e-06,7.494751e-06,9.179083e-07,9.223307e-08,2.03292e-06,4.468897e-07,2.248092e-07,3.266833e-07,0,1.974565e-07,2.329914e-07,1.575315e-07,1.913147e-06,8.76468e-07,2.130593e-07,3.018653e-08,2.721021e-07,0,7.186701e-07,1.250077e-06,2.362728e-07,3.536457e-07,5.027508e-08,3.316152e-07,7.117677e-08,0,0,0,2.32193e-06,3.21488e-06,1.254201e-06,2.300766e-06,1.063069e-06,3.822473e-06,4.734078e-06,5.53556e-07,1.146213e-05,1.113867e-06,0,7.36722e-08,4.787712e-07
"Akkermansia",1.100045e-06,7.791452e-06,1.624745e-05,2.763997e-05,5.496687e-06,3.296792e-05,1.128314e-05,5.305882e-07,3.789336e-07,4.856871e-07,2.320476e-07,0,7.772733e-07,1.28194e-06,3.29781e-06,2.201984e-06,3.962815e-07,6.117109e-08,0,5.499068e-06,1.15896e-07,3.830831e-07,1.337959e-07,7.048234e-07,1.645927e-07,4.079325e-06,4.309189e-08,1.464975e-07,1.103572e-07,3.224399e-07,9.582534e-06,2.484756e-06,4.736684e-06,8.356813e-07,6.339587e-06,1.296349e-07,5.145388e-08,3.553008e-08,0,2.384155e-07,0,1.203968e-05,5.788378e-06,7.892436e-06,1.683556e-06,4.347297e-06,3.405945e-06,0.0001334408,0,4.020837e-07,6.073536e-07,0,2.154372e-08,1.766055e-07,6.312614e-07,7.211003e-06,7.258907e-06,0.0001545425,1.166226e-05,6.799825e-05,8.526035e-06,8.825976e-06,1.437877e-06,1.445756e-06,9.895091e-08,5.296702e-07,1.270805e-07,5.694046e-07,0,9.540483e-06,4.048344e-06,1.437825e-05,1.559331e-05,5.502269e-06,1.073396e-05,7.943474e-06,1.986491e-07,1.147746e-06,2.645816e-07,2.495552e-06,1.464535e-08,1.770215e-06,1.136266e-06,0.0003644578,0,1.025552e-05,6.045402e-05,0.001264701,0.0001338269,8.232329e-05,5.675588e-05,2.382952e-06,4.433762e-08,1.223185e-07,8.972703e-08,0,0,6.021123e-06,2.530038e-08
"Alcaligenes",4.589163e-06,7.464315e-07,1.180582e-06,1.501905e-05,3.181275e-07,3.256534e-07,3.905639e-07,1.661671e-06,6.300773e-07,4.91262e-07,9.711785e-06,1.152568e-05,5.900213e-06,3.127894e-05,4.016062e-06,2.067326e-06,2.133873e-06,5.157727e-07,2.449856e-07,1.698141e-05,6.20286e-07,1.142371e-06,2.018992e-07,6.033945e-07,1.394393e-06,1.737583e-06,1.989769e-06,8.801818e-08,1.183949e-06,4.480067e-07,6.418306e-07,3.389353e-07,1.045392e-05,2.325235e-06,9.681321e-08,3.792624e-05,4.890709e-07,1.456332e-06,5.346727e-06,0,0,0,8.081842e-07,1.952536e-07,6.714074e-06,4.282177e-05,4.711452e-06,4.331452e-06,1.636944e-06,7.096412e-07,2.960736e-07,2.213274e-07,2.099565e-07,8.232739e-08,4.309696e-08,0,2.288371e-06,4.396482e-07,7.560127e-06,2.765461e-05,3.421485e-07,3.741573e-05,4.166363e-06,7.120228e-07,8.000752e-07,3.100483e-07,3.129116e-06,1.00302e-06,4.470321e-06,2.269808e-06,7.254375e-07,7.5034e-06,5.995582e-06,0,2.040244e-05,0,9.121508e-07,2.477613e-07,8.211058e-08,8.984727e-07,4.419937e-06,4.821246e-07,1.820859e-07,4.744921e-05,0,0,1.009399e-07,1.029706e-05,3.913994e-06,3.992e-06,7.864604e-06,1.161739e-06,4.860289e-06,1.406923e-06,7.026243e-08,1.297277e-05,7.189739e-06,5.478662e-06,2.384159e-06
"Alcanivorax",0,0,0,0,0,0,0,0,0,0,0,0,0,8.202258e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Algoriphagus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.512279e-06,0,1.349244e-07,0,0,0,0,0,0,0,0,0,0,0,1.861516e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.671421e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alicycliphilus",2.052505e-05,0,1.766026e-05,0,1.17332e-07,0,2.339548e-07,7.185892e-06,1.205975e-07,9.255239e-08,0,4.300079e-07,2.794066e-07,3.443795e-07,3.023784e-07,1.082269e-06,9.547865e-07,7.212268e-07,9.211778e-08,8.187471e-07,0,5.590893e-07,7.433106e-08,0,0,0,3.490853e-07,1.208622e-07,3.01263e-06,2.626815e-07,4.498828e-07,4.687403e-07,1.733608e-06,1.105879e-07,6.062866e-08,1.13447e-07,9.211555e-08,0,0,0,0,0,1.198626e-06,0,0,1.091761e-07,0,0,7.761111e-07,1.464173e-06,2.058551e-06,2.250432e-07,1.098179e-07,1.785141e-07,6.312794e-08,0,7.800957e-06,0,2.390282e-05,3.825099e-07,0,0,1.098911e-06,2.22018e-08,8.121046e-08,5.663078e-07,0,0,0,6.907466e-08,1.766118e-07,8.254e-06,0,7.978881e-08,0,1.344686e-07,7.815468e-07,0,2.144968e-07,2.437936e-05,0,4.781325e-07,7.374543e-08,0,1.895772e-06,0,0,3.015224e-06,6.770525e-06,1.263929e-06,1.96103e-06,1.562701e-07,8.500623e-06,1.206762e-06,0,4.526168e-07,1.28065e-07,2.328266e-07,3.36167e-07
"Alicyclobacillus",0,0,0,0,0,0,0,0,0,2.644299e-08,0,0,8.849475e-08,0,1.714603e-07,4.220643e-08,1.043001e-07,0,0,1.444848e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.746933e-08,0,0,0,0,0,0,0,6.323449e-07,0,0,0,0,0,0,0,1.13291e-07,0,0,0,0,4.166303e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,5.225053e-07,0,0,0,0,0,0,0,0,0,0,0,9.17122e-08,1.399489e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aliihoeflea",0,2.830205e-07,1.915099e-05,3.895917e-05,4.539021e-05,4.27807e-05,4.978222e-05,4.732416e-06,1.350509e-06,5.849598e-07,2.435278e-05,2.536201e-05,1.559846e-05,5.506377e-06,1.291145e-05,9.638248e-06,1.994396e-05,1.587658e-05,3.174681e-05,1.245659e-06,1.465938e-05,3.541717e-06,2.311737e-05,1.70875e-05,1.721313e-05,2.121265e-05,7.16257e-08,6.576661e-06,1.118217e-05,1.245714e-05,3.645942e-06,7.747092e-07,3.701054e-07,6.343923e-06,1.521831e-06,0.0003102905,0.0001575155,0.0003049516,3.878004e-05,5.161169e-05,4.65139e-05,0,1.306729e-06,3.005887e-06,2.436557e-05,1.054466e-05,2.786455e-07,3.791942e-06,6.506436e-07,1.569481e-06,7.00493e-07,2.613581e-05,6.824305e-07,8.894744e-06,3.849867e-07,4.018358e-07,2.952462e-06,1.755033e-06,2.707118e-06,7.346133e-06,3.311412e-06,1.018618e-06,1.906556e-06,9.242851e-07,6.385331e-07,4.236686e-06,1.206566e-05,2.860568e-06,3.920697e-06,6.435736e-07,3.949466e-06,8.942394e-06,1.363246e-06,1.027171e-06,1.24282e-07,2.657616e-05,1.600311e-06,1.068969e-06,3.33583e-07,1.240481e-05,7.284454e-06,6.614856e-06,2.468685e-06,0,1.251925e-06,9.152298e-07,5.574585e-06,2.583133e-05,3.708455e-05,1.875279e-05,5.419099e-05,1.577353e-06,3.169423e-06,1.449787e-06,7.910929e-07,1.732879e-05,7.074692e-07,1.682769e-05,5.169361e-06
"Alistipes",0.0005153762,0.0005114146,0.0006029923,0.0006472189,0.0007414065,0.0008929267,0.0007696303,0.0006566657,0.02002234,0.002667922,0.01550005,0.0005884787,0.01908507,0.01624569,0.003096331,0.003410887,0.003026816,0.0003664979,0.000192865,0.005066693,8.354295e-05,0.001625603,3.580667e-05,0.0004259785,2.870539e-05,3.021411e-05,6.905372e-05,0.0006474669,0.001412853,0.0009570029,0.001405823,0.0006143275,0.01606996,0.001204402,0.01215107,0.0002109926,0.0003339602,0.004884134,0.0004547084,0.0004914842,0.0004359854,0.0003429808,0.005649779,0.0001720892,0.0003138037,0.0003020154,0.0001262573,0.0005152378,0.001134656,0.007514233,0.005102544,0.001062932,0.0003326681,0.002506004,0.0103579,0.001033625,0.0002758002,0.001688397,0.0001863052,0.001033823,0.0003008261,0.0001538159,0.0003379171,0.01207801,0.003478498,0.003591299,0.002117451,0.008632035,0.0004630081,0.001437974,0.0004666576,0.0004239251,0.0003197839,9.660803e-05,0.0001279189,0.000375234,0.0007347241,0.02693636,0.001207744,0.02020906,0.001608981,0.01542018,0.007963553,0.002053142,0.0006043917,0.0006348671,0.0003085958,0.0004738732,0.01165471,0.002214162,0.001978545,0.0008918015,0.0004171633,0.001849842,0.001031263,0.0004592139,0.0003042278,0.001384619,0.00225876
"Alkalibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.346645e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alkalibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6284e-08,0,6.655339e-08,0,0,0,0,0,0,0,0,0,4.815633e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
